 ,X,Y
1,593.8360655737705,158.02459016393442
2,403.15209125475286,225.5361216730038
3,799.2237762237762,284.2692307692308
4,145.22053231939162,304.61216730038024
5,184.73607038123168,330.21114369501464
6,441.86451612903227,449.505376344086
7,315.98806682577566,460.9713603818616
8,898.8790322580645,467.9139784946237
9,155.6073619631902,512.9325153374233
10,473.49295774647885,538.8619718309859
11,270.84057971014494,602.4492753623189
12,388.5253807106599,632.2664974619289
13,331.55068493150685,637.7780821917809
14,213.04176334106728,669.4547563805104
15,473.7821522309711,758.1312335958005
16,778.3517060367454,800.2729658792651
17,365.04891304347825,844.335597826087
18,239.88235294117646,900.3250773993808
19,320.6247086247086,940.997668997669
20,345.90731707317076,1014.5292682926829
21,607.6284289276808,1046.1047381546134
22,947.2415730337078,1062.887640449438
23,885.5576923076923,1100.8685897435898
24,230.7931937172775,1102.5523560209424
25,136.03386809269162,1130.0677361853832
26,259.979057591623,1181.2495636998256
27,836.181598062954,1202.2808716707023
28,541.2624584717609,1238.2558139534883
29,881.072,1292.1573333333333
30,414.7534562211982,1311.9285714285713
31,780.9714285714285,1386.4155844155844
32,584.1900237529691,1440.648456057007
33,224.29190751445086,1487.699421965318
34,109.74137931034483,1502.1781609195402
35,486.0747922437673,1655.4570637119114
36,896.2527173913044,1784.6521739130435
37,395.0516795865633,1798.4315245478035
38,710.9408866995074,1850.1231527093596
39,110.86184210526316,1859.953947368421
40,784.8491048593351,1903.621483375959
41,312.65714285714284,1914.537142857143
42,677.6734693877551,1927.3628117913831
43,347.7896174863388,1987.879781420765
44,453.18640350877195,1990.3640350877192
45,744.5489260143198,2027.3293556085919
46,372.72340425531917,2095.311170212766
47,97.64426877470356,2164.818181818182
48,234.46715328467153,2196.6423357664235
49,342.8826666666667,2202.2533333333336
50,818.514657980456,2228.9348534201954
51,409.9383033419023,2241.2493573264783
52,531.5251141552511,2262.5639269406392
53,291.9685863874345,2266.005235602094
54,199.50497512437812,2302.783582089552
55,797.6745406824147,2353.1259842519685
56,932.6867088607595,2360.8101265822784
57,266.35012594458436,2368.3853904282114
58,103.02906976744185,2403.267441860465
59,341.01114206128136,2442.5821727019497
60,916.8826530612245,2453.9464285714284
61,259.7544378698225,2553.346153846154
62,514.8494623655914,2580.4112903225805
63,229.64547677261615,2595.9902200488996
64,374.33875338753387,2626.5230352303524
65,782.12,2627.9925
66,400.327868852459,2645.1081967213113
67,337.70243902439023,2669.5
68,617.0545023696683,2701.627962085308
69,243.80466472303206,2701.6093294460643
70,809.0586797066014,2761.762836185819
71,120.35404896421845,2836.154425612053
72,734.4566744730679,2868.9859484777517
73,246.62326869806094,2875.9806094182827
74,92.88888888888889,2895.747474747475
75,149.35955056179776,2906.4426966292135
76,208.04488778054863,2928.800498753117
77,250.05413105413106,2959.139601139601
78,270.2642487046632,2995.4870466321245
79,517.4179894179895,3029.84126984127
80,639.2493150684932,3048.194520547945
81,385.94059405940595,3061.866336633663
82,745.4103194103194,3059.2850122850123
83,299.98333333333335,3089.290476190476
84,889.0700934579439,3093.072429906542
85,633.2321428571429,3102.387755102041
86,95.2320819112628,3130.1399317406144
87,535.9608938547486,3141.441340782123
88,940.0526315789474,3141.5098684210525
89,377.60459770114943,3158.7149425287357
90,645.9819121447028,3159.322997416021
91,231.5857142857143,3186.825714285714
92,936.9615384615385,3178.0604395604396
93,619.0581717451523,3200.4736842105262
94,393.0602739726027,3256.095890410959
95,513.9013605442177,3281.139455782313
96,368.20642201834863,3299.0045871559632
97,515.68,3386.194285714286
