 ,X,Y
1,1122.4065656565656,22.86868686868687
2,668.3551724137931,165.81724137931033
3,807.1726121979286,257.5132336018412
4,708.5697674418604,281.7994186046512
5,976.5015772870662,286.2712933753943
6,975.7556270096463,330.00643086816723
7,451.7485549132948,418.28323699421964
8,685.4724409448819,456.1968503937008
9,920.3805309734513,489.20353982300884
10,253.7371601208459,483.8036253776435
11,550.1490384615385,528.0817307692307
12,944.327868852459,533.327868852459
13,275.93628808864264,595.0554016620499
14,354.9287531806616,594.9338422391858
15,314.3267973856209,667.9346405228758
16,215.5622009569378,694.7799043062201
17,774.070821529745,694.8696883852691
18,463.5521978021978,696.8434065934066
19,998.6236162361623,768.7490774907749
20,339.01420454545456,786.3835227272727
21,599.7532467532468,815.0649350649351
22,811.1818181818181,818.3961038961039
23,567.0582191780821,832.5958904109589
24,623.1766561514196,830.5425867507886
25,341.9011764705882,849.3741176470588
26,751.9378881987577,899.1987577639752
27,146.36942675159236,902.3375796178344
28,893.1002506265664,931.827067669173
29,270.01608579088474,926.0241286863271
30,260.12737127371275,972.0352303523035
31,602.278735632184,1043.3247126436781
32,177.7049689440994,1086.3354037267081
33,954.5818181818182,1101.8575757575757
34,511.0,1126.5625
35,789.00625,1165.8625
36,849.2239263803681,1154.515337423313
37,148.56687898089172,1172.3821656050955
38,234.78795811518324,1210.1649214659685
39,602.6737967914438,1201.5695187165775
40,384.64251207729467,1234.9927536231885
41,869.9709302325581,1228.0813953488373
42,314.40682414698165,1232.3333333333333
43,241.06486486486486,1247.0513513513513
44,605.2180232558139,1260.9825581395348
45,906.9549839228296,1257.0932475884244
46,828.2925531914893,1301.6409574468084
47,745.6442307692307,1297.3878205128206
48,340.87172011661806,1318.941690962099
49,751.6134020618557,1325.4948453608247
50,692.8777472527472,1376.6923076923076
51,825.6194968553459,1382.74213836478
52,982.3907692307693,1415.8923076923077
53,452.94444444444446,1410.1944444444443
54,461.82954545454544,1452.40625
55,347.6882716049383,1460.0802469135801
56,568.0747863247864,1476.7863247863247
57,751.5771670190275,1520.8224101479916
58,1014.9485714285714,1515.12
59,467.8959731543624,1524.5167785234898
60,486.3333333333333,1564.4617486338798
61,343.65927977839334,1604.0
62,594.6439790575917,1611.9947643979058
63,339.51824817518246,1644.5109489051094
64,461.60869565217394,1640.8985507246377
65,297.3873417721519,1686.453164556962
66,509.46045197740114,1773.0819209039548
67,972.246835443038,1775.3417721518988
68,886.7893258426966,1811.991573033708
69,444.8878787878788,1840.478787878788
70,147.48502994011977,1853.9640718562873
71,217.75811209439527,1865.9823008849557
72,392.23030303030305,1900.0272727272727
73,657.8842443729903,1933.144694533762
74,194.83516483516485,1995.4285714285713
75,317.12151898734174,2024.6962025316457
76,246.70222222222222,2285.0444444444443
77,612.4041916167664,2292.9730538922154
78,255.44699140401147,2355.9369627507162
79,450.22333333333336,2416.233333333333
80,134.06276150627616,2438.033472803347
81,635.0623229461756,2455.5920679886685
82,901.42,2571.17
83,255.93333333333334,2596.125925925926
84,956.0531135531136,2774.364468864469
85,980.0283687943263,2812.5851063829787
86,968.1479099678456,3070.630225080386
87,169.0632183908046,3083.2241379310344
88,254.35757575757575,3084.948484848485
89,478.08215297450425,3126.4872521246457
90,415.73949579831935,3167.6134453781515
91,536.8018018018018,3218.063063063063
92,522.7004405286343,3266.8325991189427
