 ,X,Y
1,195.88202247191012,278.8820224719101
2,912.7471910112359,498.5561797752809
3,496.71339563862927,582.607476635514
4,987.6593406593406,902.8717948717949
5,974.9887955182073,940.1848739495798
6,527.9754098360655,946.6448087431694
7,982.5,980.2246835443038
8,478.1829896907216,1076.1082474226805
9,977.8217821782179,1098.5594059405942
10,596.6764705882352,1116.4264705882354
11,875.0924092409241,1246.09900990099
12,177.02090592334494,1296.7560975609756
13,932.3228155339806,1379.1941747572816
14,798.9911111111111,1449.111111111111
15,1011.6424242424242,1688.9757575757576
16,326.7925531914894,1883.2712765957447
17,938.5451388888889,2067.409722222222
18,669.4058823529411,2112.4470588235295
19,536.2162162162163,2142.935135135135
20,373.6764705882353,2200.914705882353
21,647.1303191489362,2351.1063829787236
22,331.640350877193,2362.96783625731
23,458.9428571428571,2390.1047619047617
24,187.12103746397693,2427.201729106628
25,364.8975903614458,2511.015060240964
26,299.47435897435895,2517.233333333333
27,757.4383561643835,2539.282191780822
28,792.6360759493671,2550.6424050632913
29,261.9080459770115,2548.9080459770116
30,212.09811320754716,2557.950943396226
31,647.4340175953079,2638.4633431085044
32,263.13753581661894,2654.765042979943
33,872.4738562091503,2758.1895424836603
34,851.4152046783626,2790.7368421052633
35,128.83908045977012,2789.152298850575
36,733.8659305993691,2834.960567823344
37,332.5960264900662,2852.519867549669
38,925.758904109589,2902.904109589041
39,771.109375,2916.103125
40,252.18992248062017,2925.5697674418607
41,347.7970588235294,2940.5323529411767
42,845.3936781609195,2945.2385057471265
43,485.12546816479403,2962.569288389513
44,733.5181818181818,3006.0454545454545
45,110.815,3005.605
46,488.7725947521866,3019.938775510204
47,518.3454545454546,3034.042424242424
48,449.55882352941177,3050.09243697479
49,587.0567164179105,3050.629850746269
50,574.3138686131387,3080.5401459854015
51,817.9222972972973,3084.4189189189187
52,921.4455958549223,3099.5284974093265
53,282.15246636771303,3109.57399103139
54,446.01851851851853,3123.882716049383
55,626.4734299516908,3116.1400966183573
56,873.245810055866,3119.7653631284916
57,715.473933649289,3150.009478672986
58,426.1868131868132,3243.058608058608
