 ,X,Y
1,526.7515527950311,152.3447204968944
2,592.6927374301677,160.66480446927375
3,302.3909465020576,290.43621399176953
4,910.8991477272727,307.74147727272725
5,143.15106382978723,335.0276595744681
6,107.44372990353698,359.9710610932476
7,446.5243445692884,355.5093632958802
8,863.1201298701299,521.525974025974
9,366.87696335078533,603.2041884816754
10,282.8983957219251,624.4251336898395
11,185.24358974358975,623.7871794871795
12,761.1876675603218,624.9436997319035
13,894.74,671.03
14,929.7004830917874,750.2270531400966
15,528.3217821782179,792.7549504950495
16,136.51746031746032,810.7396825396826
17,93.23267326732673,807.2079207920792
18,260.026936026936,849.5589225589225
19,925.2426470588235,843.6323529411765
20,859.2984054669704,860.5854214123007
21,570.9059829059829,977.7122507122507
22,898.2291021671826,1018.8173374613003
23,535.3638888888889,1036.0611111111111
24,146.05960264900662,1053.4867549668875
25,96.27659574468085,1060.840425531915
26,233.36211699164346,1082.2061281337046
27,473.15284974093265,1103.10103626943
28,718.9467455621302,1110.8727810650887
29,792.1708860759494,1124.2816455696202
30,236.73027989821884,1133.8396946564885
31,856.3483754512636,1197.225631768953
32,260.0879765395894,1251.7536656891496
33,552.9277108433735,1292.004016064257
34,887.6701846965699,1330.7862796833774
35,130.59558823529412,1402.6029411764705
36,197.87724550898204,1481.88622754491
37,424.69950738916253,1526.3793103448277
38,839.0921409214092,1665.929539295393
39,778.5225806451613,1704.191935483871
40,226.8031914893617,1743.348404255319
41,900.1401459854014,1782.036496350365
42,333.35421686746986,1809.7349397590363
43,497.94765840220384,1826.6363636363637
44,360.1048951048951,1924.079254079254
45,506.40687679083095,1924.865329512894
46,678.1139240506329,1934.1772151898733
47,248.46218487394958,1929.8543417366948
48,391.78187919463085,1938.0
49,139.2233676975945,1947.0756013745704
50,777.8533724340176,2033.425219941349
51,175.51373626373626,2059.6593406593406
52,927.6704871060172,2076.6934097421204
53,762.2439024390244,2128.9298780487807
54,718.1634615384615,2128.747596153846
55,805.4476885644768,2157.693430656934
56,396.4454022988506,2176.5402298850577
57,361.45212765957444,2212.505319148936
58,130.2012195121951,2228.987804878049
59,189.41107871720118,2245.204081632653
60,613.1901041666666,2297.3359375
61,200.88857938718664,2310.175487465181
62,614.3631123919308,2341.3371757925074
63,462.27654320987654,2356.637037037037
64,750.0,2350.233644859813
65,631.4874371859296,2396.741206030151
66,148.17004048582996,2469.8906882591095
67,165.39852398523985,2581.0811808118083
68,673.3962264150944,2606.1752021563343
69,269.79411764705884,2673.850490196078
70,395.3960113960114,2659.2108262108263
71,811.2722891566265,2685.7156626506026
72,305.9304347826087,2685.113043478261
73,357.72463768115944,2697.5333333333333
74,625.9318801089918,2711.215258855586
75,230.15669515669515,2731.7578347578346
76,967.8291139240506,2753.1487341772154
77,352.7016949152542,2761.569491525424
78,219.4889502762431,2775.9364640883978
79,340.1482649842271,2837.403785488959
80,547.2865013774104,2841.473829201102
81,239.87988826815644,2966.1731843575417
82,608.0248447204968,2957.4285714285716
83,327.7784431137725,2981.263473053892
84,207.438127090301,2992.4046822742475
85,147.94495412844037,3026.7217125382263
86,787.3164179104477,3041.576119402985
87,210.6722972972973,3063.074324324324
88,263.99466666666666,3064.768
89,868.4986666666666,3147.776
90,1029.683962264151,3180.8396226415093
91,160.73793103448276,3209.7793103448275
92,489.4264705882353,3274.9058823529413
