,Area,Convex Area,Major_axis_length,Plate_id,Well_id,bbox,centroid
1388,292,417,39.97364391185834,DEC_P4,S,"(2956, 1021, 2993, 1038)","(2975.0582191780823, 1028.890410958904)"
1389,247,355,34.786277076775704,DEC_P4,S,"(2957, 924, 2980, 952)","(2969.5384615384614, 936.4655870445345)"
1390,347,500,49.94262638464633,DEC_P4,S,"(2974, 229, 3020, 246)","(2996.64265129683, 237.0749279538905)"
1391,316,491,42.731680129846524,DEC_P4,S,"(3013, 1022, 3042, 1053)","(3025.5569620253164, 1037.5791139240507)"
1392,360,553,49.44166781727063,DEC_P4,S,"(3044, 472, 3089, 490)","(3066.8444444444444, 479.9194444444444)"
1393,370,510,42.17458138097346,DEC_P4,S,"(3058, 949, 3076, 991)","(3066.07027027027, 968.7405405405406)"
1394,348,463,51.43452585683707,DEC_P4,S,"(3074, 290, 3112, 321)","(3091.867816091954, 306.83620689655174)"
1395,311,442,44.22876882079178,DEC_P4,S,"(3113, 969, 3128, 1010)","(3120.1897106109323, 988.556270096463)"
1396,294,399,36.28184651056834,DEC_P4,S,"(3204, 523, 3234, 547)","(3218.860544217687, 535.1224489795918)"
1397,349,546,46.70631791903679,DEC_P4,S,"(3259, 479, 3291, 513)","(3273.6934097421204, 496.46418338108884)"
1398,358,508,39.98677221881155,DEC_P4,S,"(3276, 515, 3298, 555)","(3285.9972067039107, 535.7262569832402)"
1399,172,243,24.72106591445719,DEC_P4,S,"(3319, 484, 3338, 506)","(3329.2267441860463, 497.38953488372096)"
1400,160,202,29.492042210084932,DEC_P4,S,"(3324, 516, 3351, 528)","(3336.80625, 522.38125)"
1401,172,231,25.63044687675473,DEC_P4,S,"(3336, 676, 3357, 692)","(3344.546511627907, 685.453488372093)"
